checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence,property_magnitude,age,age_cat,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
3,26,1,3,683,1,0,3,3,2,3,3,17,0,1,1,1,1,0,1,1,1
3,5,3,2,657,4,3,0,3,2,3,3,45,0,1,1,0,3,0,0,1,1
1,17,3,6,646,2,0,1,0,2,3,0,9,0,1,1,0,1,0,0,1,1
1,13,0,3,283,2,0,3,3,2,2,0,25,0,0,1,0,1,0,0,1,0
0,11,3,6,244,4,2,3,3,2,0,1,4,1,1,1,0,1,0,0,1,1
3,5,3,3,372,2,2,1,0,0,1,0,0,1,1,2,1,1,0,0,1,0
0,17,3,4,214,2,2,2,0,2,3,0,6,1,1,1,0,3,0,1,1,0
3,8,3,2,230,2,3,3,3,2,3,1,28,0,0,1,2,1,1,1,1,1
3,17,3,6,223,1,1,3,0,2,0,0,9,0,1,1,0,1,0,0,1,1
3,31,2,6,916,2,1,1,3,2,3,0,2,1,1,1,1,1,0,1,1,1
3,8,3,6,257,2,2,3,0,2,2,0,15,0,1,1,0,1,1,0,1,1
1,26,2,6,702,2,1,2,3,2,1,1,7,0,0,1,1,1,1,1,1,0
1,13,3,2,55,2,4,3,0,2,0,3,8,0,1,1,0,2,0,0,1,0
0,11,3,7,195,2,3,3,3,2,3,0,19,0,1,1,1,3,0,0,1,1
3,11,3,2,717,0,0,2,3,2,1,1,21,0,1,1,0,0,0,1,1,0
3,17,1,6,333,2,1,3,2,1,1,0,14,0,1,1,1,1,0,1,1,1
1,13,1,6,339,2,1,3,2,2,0,1,13,0,1,1,1,0,0,1,1,1
3,23,2,0,850,4,2,3,3,2,3,0,8,0,1,2,1,1,0,1,1,0
1,21,4,3,712,2,0,1,1,1,1,3,13,0,1,1,1,1,0,0,1,1
3,8,3,4,227,1,0,1,0,2,1,1,7,0,1,1,0,1,0,0,1,0
2,17,3,4,96,2,1,3,3,2,2,2,19,0,0,0,0,1,1,0,1,0
1,8,3,2,39,2,0,3,3,2,3,0,21,0,1,2,0,3,1,0,1,0
1,29,3,2,833,2,1,3,3,2,0,2,31,0,1,0,0,0,0,1,1,1
0,8,3,3,351,2,0,3,3,2,1,1,18,0,1,1,0,3,0,0,1,0
1,17,3,4,437,2,3,3,3,0,0,3,26,0,1,1,0,1,0,0,1,0
0,23,2,4,853,0,3,1,3,2,3,0,23,0,1,1,3,0,0,1,1,0
3,17,1,9,449,2,1,3,3,2,2,0,16,0,1,1,1,1,0,1,1,1
1,10,3,4,677,2,4,0,3,2,3,2,3,1,1,0,0,1,0,0,1,1
0,8,3,4,80,2,3,3,3,2,3,0,22,0,0,1,0,3,1,0,1,0
3,29,3,6,883,4,1,3,3,2,2,0,18,0,2,1,0,1,0,1,1,1
0,21,4,0,693,2,0,1,0,2,0,0,9,0,1,1,1,1,0,0,1,1
0,13,1,3,792,2,3,1,3,2,0,2,22,0,1,1,0,1,0,1,1,1
2,8,3,6,191,2,0,2,2,2,3,3,4,1,1,2,0,1,0,0,1,1
1,8,3,4,82,4,0,3,2,2,1,0,4,1,1,1,0,1,0,0,1,0
3,15,3,3,422,2,3,3,3,2,1,3,31,0,1,1,1,1,0,0,1,1
0,2,2,3,116,2,4,3,3,2,0,1,16,0,2,1,1,0,0,1,1,1
2,2,1,2,113,2,0,1,0,2,3,1,31,0,1,1,0,3,0,0,1,1
3,17,1,5,789,2,4,3,3,0,1,2,8,0,0,1,1,0,0,1,1,1
0,21,0,3,615,3,0,3,3,2,1,0,15,0,2,1,0,1,1,1,1,1
3,29,0,0,634,2,0,0,0,2,0,3,8,0,2,1,0,1,0,0,1,1
1,8,1,4,732,2,3,2,3,0,3,1,24,0,1,2,1,1,0,1,1,0
2,21,1,6,556,2,3,3,3,2,3,1,28,0,1,1,0,1,0,0,1,1
3,17,1,0,687,0,0,2,3,2,2,1,8,0,1,1,1,3,0,1,1,1
3,23,3,0,760,0,1,1,3,2,1,0,12,0,1,1,1,1,0,1,1,1
3,31,3,4,885,2,3,1,3,2,3,1,23,0,1,1,0,0,0,1,1,1
3,2,1,4,389,1,0,0,2,2,1,0,5,1,1,1,0,1,0,0,1,1
3,15,2,0,488,1,2,3,3,2,1,3,22,0,0,1,0,3,1,0,1,0
3,21,1,6,710,2,1,3,0,2,3,0,7,0,1,2,0,0,0,1,1,1
3,17,1,3,743,2,3,3,3,2,3,0,14,0,1,1,0,1,0,1,1,1
0,32,3,6,758,0,0,1,2,2,1,0,5,1,1,1,0,1,0,0,1,0
1,17,3,6,456,2,3,3,3,2,3,3,45,0,0,2,0,3,0,0,1,1
3,13,3,6,247,2,2,2,0,2,0,3,7,0,1,1,0,1,0,0,1,1
3,2,3,2,276,2,2,0,0,2,1,2,37,0,1,1,0,1,0,0,1,1
3,8,3,6,430,4,0,3,3,2,3,2,18,0,1,0,0,1,0,1,1,1
3,11,2,6,254,2,0,3,2,2,2,3,14,0,0,1,1,1,0,0,1,1
3,17,1,6,740,2,2,2,2,2,2,2,28,0,1,0,2,1,0,1,1,1
0,23,2,0,879,0,1,0,3,2,2,1,12,0,1,1,1,3,1,1,1,1
3,31,3,4,798,4,0,3,3,2,3,2,15,0,1,0,0,1,1,1,1,1
2,6,1,6,212,4,1,3,3,2,1,1,8,0,1,1,1,1,0,1,1,1
0,23,2,4,536,0,3,3,3,2,2,2,11,0,1,0,0,1,0,0,1,1
3,5,3,6,517,0,3,2,3,0,3,0,16,0,1,1,0,1,0,1,1,1
1,8,3,4,643,3,0,0,3,2,2,1,12,0,1,1,0,1,1,0,1,1
1,11,1,3,102,2,0,1,1,2,2,1,6,1,1,1,1,1,0,0,1,1
0,11,3,7,497,0,0,2,0,2,1,3,6,1,1,1,0,3,0,0,1,1
0,17,3,6,540,0,2,1,3,2,0,0,10,0,1,1,0,1,0,0,1,1
1,2,1,4,723,4,2,0,3,2,2,3,25,0,1,1,1,3,1,0,1,1
3,17,3,6,431,2,1,3,3,2,1,0,9,0,1,1,0,1,0,1,1,1
3,2,3,9,166,1,0,1,3,2,3,1,31,0,1,2,0,1,0,0,1,1
0,8,3,6,126,2,1,3,3,1,2,3,10,0,1,1,1,1,0,0,0,1
3,8,1,4,88,2,4,0,0,2,1,1,19,0,1,1,0,2,0,0,1,1
3,13,1,6,321,2,0,3,3,2,1,0,5,1,1,1,1,1,0,0,1,1
2,11,3,2,347,2,3,3,3,2,3,0,21,0,1,2,0,0,0,1,1,1
3,8,3,3,130,1,0,3,0,2,3,0,10,0,1,2,0,3,0,0,1,0
1,29,1,9,790,2,3,3,3,2,3,2,27,0,1,0,1,1,0,1,1,0
2,17,3,6,224,0,3,3,0,2,1,2,28,0,1,0,0,1,0,1,1,1
0,21,2,0,474,0,3,3,3,2,1,1,22,0,2,1,1,1,0,0,1,1
0,19,3,0,480,2,2,3,0,2,0,1,13,0,1,1,0,1,1,1,1,1
3,11,3,4,751,1,3,0,0,2,3,2,16,0,1,0,0,1,0,0,1,1
0,29,3,4,799,0,1,2,3,2,1,1,5,1,1,1,0,1,0,0,1,0
0,8,4,3,549,2,2,3,0,2,2,1,6,1,1,2,1,1,0,0,1,0
0,5,3,6,154,2,3,3,0,2,3,3,6,1,1,1,0,1,0,0,1,1
0,5,3,6,395,2,0,1,3,2,1,3,18,0,1,1,0,3,1,0,1,1
3,13,1,6,27,1,3,3,3,2,2,1,13,0,0,1,1,0,0,1,1,1
1,2,0,2,148,2,3,3,0,2,3,2,16,0,1,0,0,1,0,0,1,0
3,15,3,9,472,4,3,3,3,2,3,3,27,0,1,1,0,0,0,1,1,1
1,5,1,6,134,2,0,3,3,2,3,3,6,1,1,1,1,3,0,0,1,1
0,31,3,4,909,2,1,3,3,2,1,2,8,0,1,1,0,0,0,1,1,0
3,21,1,9,837,4,3,0,3,2,3,0,44,0,1,1,1,1,0,0,1,1
3,21,1,6,567,4,3,2,3,2,1,0,21,0,1,1,1,1,1,1,1,1
3,13,3,6,263,2,0,3,3,2,1,2,13,0,1,0,0,0,0,1,1,1
2,17,1,6,576,4,0,2,3,2,1,0,12,0,1,1,1,1,0,1,1,1
0,14,4,9,778,0,3,2,2,2,3,0,12,0,0,1,1,1,0,1,1,1
2,5,4,6,206,2,2,3,3,2,1,0,15,0,1,1,1,0,0,1,1,0
0,2,0,2,12,3,2,3,0,2,1,1,5,1,0,2,0,1,1,0,1,0
1,8,3,4,164,2,0,3,0,2,1,3,5,1,1,1,0,3,0,0,1,0
0,5,3,6,65,1,0,3,0,2,2,3,47,0,1,1,0,3,0,0,1,1
3,19,3,4,483,2,0,2,0,2,2,3,2,1,1,2,0,1,0,0,1,0
3,2,1,4,0,3,0,1,0,2,1,3,22,0,0,1,1,3,0,0,1,1
3,11,1,6,199,1,0,1,2,2,1,1,28,0,1,1,1,3,0,0,1,1
1,13,3,6,341,2,0,3,0,2,3,0,6,1,0,2,1,1,0,0,1,0
0,29,0,0,794,2,3,3,0,2,2,2,40,0,1,2,0,1,0,0,1,0
2,17,1,0,181,3,0,1,1,2,3,3,17,0,1,1,1,1,0,1,1,1
0,17,2,6,793,2,2,0,3,2,1,0,14,0,1,1,0,1,0,0,1,1
1,17,3,6,374,2,0,1,3,2,3,3,2,1,1,2,0,3,1,0,1,0
0,4,3,6,59,2,1,3,0,1,1,3,25,0,1,1,0,3,0,0,1,1
3,17,3,9,490,3,0,1,0,2,3,0,9,0,1,2,0,1,0,1,1,1
3,0,1,4,599,2,1,0,0,2,0,3,18,0,1,1,0,1,1,0,1,1
0,23,0,1,680,4,2,2,0,2,1,2,10,0,0,1,0,2,0,0,1,1
0,17,3,9,894,2,0,0,0,2,3,0,4,1,1,2,1,0,0,0,1,0
1,13,3,4,703,0,0,2,3,2,3,0,16,0,1,1,0,3,1,1,1,1
3,2,1,4,807,2,1,0,3,2,2,2,26,0,1,1,1,0,1,1,1,1
0,21,4,0,697,0,0,3,0,2,3,0,7,0,1,2,1,3,0,0,1,0
1,17,0,4,442,0,1,1,3,2,2,0,13,0,0,1,0,1,0,0,1,1
0,6,0,6,114,2,0,3,3,2,3,3,4,1,2,1,0,3,0,0,1,1
3,15,3,6,578,4,3,3,3,2,2,1,22,0,1,1,0,1,0,1,1,1
1,17,0,3,473,1,0,3,3,2,3,3,3,1,2,1,0,1,0,1,1,1
1,24,1,3,910,4,1,3,3,2,3,1,11,0,1,1,1,0,0,1,1,1
1,9,1,0,320,2,2,2,3,2,0,1,9,0,0,1,1,3,0,0,1,1
1,11,3,4,476,2,4,0,0,2,3,0,4,1,1,2,0,1,0,0,1,1
1,8,3,4,180,2,2,2,0,2,0,3,18,0,1,1,0,3,0,0,1,0
3,15,3,9,748,4,0,0,3,2,2,0,7,0,1,1,0,1,0,0,1,1
3,11,3,9,558,2,1,1,3,2,1,0,14,0,1,1,0,1,0,0,1,1
1,2,3,3,11,2,3,1,0,2,0,1,30,0,0,1,0,1,0,1,1,1
1,13,3,4,103,2,2,0,0,2,1,0,4,1,1,1,0,3,0,0,1,0
0,8,3,0,72,0,1,1,0,2,3,3,4,1,1,2,0,3,0,0,1,1
3,21,1,6,762,2,1,3,0,2,1,0,6,1,1,1,1,1,0,0,1,1
3,8,2,7,285,3,3,3,3,2,3,2,36,0,1,0,1,1,1,0,1,0
1,17,3,4,185,4,1,3,0,2,3,2,13,0,1,2,0,1,0,0,1,0
2,2,1,4,192,2,0,0,3,2,0,3,51,0,1,1,2,2,1,0,0,1
2,11,1,6,179,4,0,2,3,2,3,2,20,0,1,0,1,1,0,1,1,0
3,17,3,4,230,2,0,1,3,1,1,3,12,0,1,1,0,1,0,1,1,1
1,8,1,4,41,2,3,3,3,2,2,1,16,0,1,1,1,1,0,0,1,0
3,11,1,4,737,4,3,0,0,2,3,0,40,0,1,1,0,1,0,1,1,1
1,13,1,3,398,2,0,3,0,2,3,3,5,1,1,2,1,1,0,0,1,0
1,8,3,6,416,2,0,3,3,2,2,1,5,1,1,1,0,3,0,0,1,1
3,15,1,4,905,4,3,3,3,2,3,2,11,0,1,0,0,0,0,1,1,0
3,17,1,4,470,0,1,3,2,2,2,1,8,0,1,1,1,1,0,1,1,1
0,8,3,6,137,2,3,2,2,1,2,3,21,0,0,1,1,3,0,0,1,1
1,21,3,3,572,2,2,1,1,2,3,1,12,0,1,1,0,3,0,0,1,0
3,6,3,9,542,4,2,0,0,2,3,3,12,0,1,2,0,1,0,0,1,1
0,8,1,3,636,2,3,0,3,2,3,0,9,0,1,2,2,1,0,1,1,1
3,8,1,6,303,2,3,1,3,2,3,3,44,0,1,1,1,3,0,1,1,1
1,17,3,9,528,4,3,1,0,2,3,3,7,0,1,2,0,1,0,0,1,1
1,23,1,2,851,2,0,2,0,2,1,2,6,1,1,1,1,0,0,1,1,0
3,15,1,9,590,2,3,0,3,2,3,0,17,0,1,1,0,0,0,1,1,1
3,17,1,6,418,0,3,3,3,2,3,1,33,0,0,1,1,1,0,0,1,1
2,8,1,4,255,1,4,1,3,2,3,2,47,0,0,0,2,2,0,0,1,1
1,17,3,4,220,4,0,3,0,2,3,3,6,1,1,2,0,1,0,0,1,0
3,23,1,4,621,2,1,3,3,2,3,0,18,0,1,1,1,1,0,1,1,1
1,13,3,6,617,2,1,3,0,1,0,3,6,1,1,1,0,1,0,0,1,1
3,23,1,9,759,3,3,3,3,2,1,0,19,0,1,1,1,0,0,1,1,1
0,13,3,7,664,2,4,1,0,2,3,0,48,0,1,1,0,1,0,1,1,1
0,24,1,6,735,2,1,1,3,1,1,3,6,1,1,1,1,1,0,0,1,0
3,17,1,4,360,3,3,3,3,2,3,3,41,0,1,1,0,1,0,1,1,1
0,8,4,8,234,2,0,1,3,2,1,3,12,0,1,1,0,3,0,1,1,1
0,8,3,4,71,0,2,3,0,2,1,1,4,1,0,1,0,3,0,0,1,0
0,14,3,9,797,4,4,0,1,2,3,3,41,0,1,1,0,0,0,1,1,1
0,13,3,0,361,3,0,3,3,2,1,1,16,0,1,1,0,3,0,1,1,1
3,16,3,6,503,1,3,2,3,2,3,0,21,0,1,1,0,1,0,0,1,1
3,29,1,9,516,4,3,3,3,2,2,0,19,0,1,1,1,1,1,1,1,1
0,29,2,2,782,2,3,3,3,2,3,2,31,0,1,0,0,1,0,0,1,0
1,25,1,2,773,2,0,3,3,2,2,2,8,0,0,1,0,1,0,1,1,0
0,15,3,0,145,2,3,1,0,2,3,1,20,0,1,1,0,1,1,0,1,0
3,17,3,9,788,4,3,2,3,2,3,0,22,0,1,1,0,0,1,1,1,1
3,2,1,3,160,4,0,0,2,2,1,1,8,0,1,1,1,1,0,0,1,1
2,17,3,3,539,2,3,2,1,2,3,2,32,0,1,0,0,1,0,0,1,1
3,17,3,3,564,1,3,3,3,2,2,2,13,0,1,2,0,1,0,1,1,1
3,5,3,3,435,0,2,1,0,2,3,1,3,1,1,2,0,1,0,0,1,1
1,13,3,9,835,4,3,0,3,2,3,1,32,0,1,0,0,1,1,1,1,0
3,8,1,3,176,2,2,1,0,2,3,1,3,1,1,2,1,3,0,0,1,1
3,17,2,4,48,4,3,3,2,2,3,0,35,0,1,1,1,1,0,1,1,1
0,5,3,4,281,4,2,3,3,2,1,3,16,0,1,1,0,2,0,0,1,1
3,17,1,2,298,2,3,3,3,2,3,2,35,0,1,0,1,1,1,0,1,1
0,13,1,6,319,2,3,2,0,1,3,3,29,0,0,2,1,3,0,1,1,1
1,14,1,3,696,2,3,0,0,2,3,1,5,1,1,1,1,1,0,0,1,1
3,8,1,6,103,4,3,3,3,2,3,0,16,0,1,1,1,1,0,0,1,1
0,8,3,4,832,4,4,0,0,2,1,3,5,1,1,2,0,2,0,0,1,1
1,23,3,4,871,2,1,1,3,2,0,0,5,1,1,1,0,1,0,1,1,0
0,2,3,6,21,2,2,2,2,2,2,3,7,0,1,1,0,3,0,0,0,1
3,8,1,6,90,4,3,3,3,2,3,3,46,0,1,1,3,1,0,0,1,1
0,26,0,9,873,2,4,0,3,2,1,2,36,0,0,0,0,0,0,1,1,1
0,11,4,4,318,2,2,1,0,2,0,3,7,0,1,2,1,2,0,0,1,0
0,4,3,0,84,2,2,2,2,2,1,3,7,0,1,1,0,1,0,1,1,1
0,2,3,6,16,2,1,2,2,1,2,3,9,0,0,1,0,3,0,0,1,1
1,23,1,9,878,2,1,3,3,2,3,0,5,1,1,1,1,1,0,1,1,0
1,29,3,1,561,2,0,2,3,2,3,0,35,0,1,1,0,1,0,0,1,0
1,29,3,4,670,2,1,3,3,2,3,2,27,0,1,0,0,1,1,0,1,0
0,23,2,4,831,2,0,1,0,2,1,1,35,0,1,2,0,1,0,0,1,1
3,2,3,1,207,1,0,0,1,2,3,3,43,0,1,1,0,1,0,0,1,1
3,2,1,6,284,2,1,0,0,2,1,0,5,1,1,2,1,1,0,1,1,1
1,23,3,5,918,2,4,1,1,0,2,0,24,0,1,1,0,0,0,0,1,1
1,13,3,6,210,2,0,3,2,2,2,3,7,0,0,1,0,1,0,0,1,0
3,8,3,4,125,2,0,2,2,2,1,3,8,0,1,1,1,1,0,1,1,1
2,8,3,6,555,2,0,2,2,2,0,0,5,1,1,1,0,1,0,0,1,1
1,23,3,3,509,2,3,1,3,2,1,1,22,0,0,1,0,1,1,0,1,0
1,4,1,4,52,2,3,3,3,2,3,3,28,0,1,1,1,3,0,0,1,1
3,13,1,3,654,2,2,2,1,2,1,0,16,0,1,1,1,0,0,1,1,1
1,15,1,4,299,2,3,3,2,2,2,0,11,0,1,1,1,1,0,1,1,1
1,13,1,4,675,2,3,0,0,2,3,3,14,0,0,2,2,1,0,1,1,0
3,13,4,0,690,2,0,1,3,2,1,0,17,0,2,1,1,1,1,0,1,0
1,23,3,9,857,4,3,2,3,2,3,2,28,0,1,0,0,1,0,0,1,0
0,29,2,0,804,4,0,3,3,2,3,2,19,0,1,0,0,1,1,1,1,1
3,17,2,0,455,1,0,3,3,2,1,0,25,0,1,1,1,1,1,1,1,1
1,13,3,4,158,2,2,3,0,2,2,0,4,1,1,2,0,1,0,1,1,0
1,27,4,0,897,2,3,1,3,2,3,0,10,0,1,2,1,1,0,0,1,0
0,17,3,6,738,4,3,1,0,2,3,0,23,0,1,1,0,1,0,1,1,1
2,11,3,6,444,2,2,1,0,2,2,3,6,1,1,1,0,3,0,0,1,0
1,8,4,4,122,2,0,3,3,2,3,0,29,0,0,1,1,1,0,0,1,0
3,8,3,6,79,4,0,3,0,2,1,0,2,1,1,1,0,1,0,0,1,1
3,0,3,3,22,2,2,0,0,2,2,3,4,1,1,2,0,3,1,0,1,1
1,17,1,9,547,2,3,3,3,2,3,1,44,0,1,1,1,1,0,1,1,1
3,17,1,6,492,2,3,3,2,0,2,3,27,0,1,1,1,1,0,0,1,1
1,23,3,3,745,2,1,3,3,2,1,1,10,0,1,1,0,1,0,0,1,0
3,15,2,9,552,2,0,2,3,2,1,3,9,0,2,1,1,3,0,0,1,1
3,13,3,7,362,2,2,3,0,2,3,3,4,1,1,1,0,1,0,0,1,0
3,17,0,0,286,2,1,3,3,2,3,0,31,0,0,1,0,1,0,1,1,1
3,13,3,3,607,2,3,3,3,2,3,1,28,0,0,1,2,1,1,1,1,1
0,15,3,3,678,4,1,1,3,2,2,0,16,0,1,1,0,1,0,1,1,1
3,13,3,4,807,4,0,1,3,2,3,0,49,0,1,2,1,1,0,0,1,0
3,17,3,4,174,2,2,3,2,2,1,3,9,0,1,1,0,1,0,0,1,1
1,5,3,6,218,2,1,2,3,2,3,3,40,0,1,1,0,1,0,0,1,1
1,8,3,6,47,2,3,3,3,2,3,3,38,0,2,1,0,3,0,0,1,0
1,14,1,4,420,2,0,3,2,1,1,1,14,0,0,2,1,1,0,0,0,0
3,17,1,9,683,4,1,2,3,2,3,1,24,0,1,1,1,1,0,1,1,1
3,11,1,6,251,2,0,3,3,2,3,2,16,0,1,0,1,1,0,1,1,1
1,13,0,4,243,2,1,3,3,2,3,2,13,0,1,0,1,3,1,0,1,0
3,23,2,4,889,2,3,1,3,2,1,0,26,0,1,1,1,1,1,1,1,1
3,17,3,4,253,0,2,3,2,2,2,3,14,0,1,1,0,1,0,1,1,1
3,6,3,8,81,4,1,3,0,2,2,1,21,0,1,1,0,1,0,1,1,1
3,11,1,3,593,2,0,3,3,2,1,2,9,0,1,0,0,1,0,1,1,1
1,11,3,4,673,2,0,2,0,2,1,1,10,0,1,1,0,1,0,1,1,0
3,5,3,4,628,0,0,0,3,1,1,3,7,0,1,2,0,1,1,0,0,1
3,17,1,9,765,3,0,3,3,2,1,3,8,0,1,1,1,1,0,0,1,1
3,13,2,0,409,2,0,3,2,2,1,0,9,0,1,1,0,1,0,1,1,0
1,17,3,6,466,2,2,3,0,2,3,3,16,0,1,1,0,1,0,1,1,0
3,19,1,3,709,3,2,3,3,2,1,3,13,0,2,1,1,3,1,1,1,1
3,6,3,3,414,2,0,1,3,2,1,3,6,1,0,2,0,3,0,0,1,0
3,11,3,3,417,1,0,1,0,2,3,0,1,1,1,2,0,1,0,0,1,1
1,13,3,6,457,2,2,3,0,2,0,0,8,0,2,1,0,1,0,0,1,1
3,8,1,3,591,2,3,1,3,2,3,1,23,0,2,1,0,1,0,0,1,1
3,23,3,0,829,4,3,2,3,2,1,1,18,0,1,1,1,1,0,0,1,1
1,8,3,3,30,2,3,3,0,2,3,1,5,1,1,2,0,1,0,0,1,1
3,23,2,3,839,1,1,1,0,2,3,0,21,0,1,1,1,1,0,1,1,1
2,2,1,4,208,2,3,0,3,2,3,3,27,0,1,1,1,1,1,0,0,1
1,17,1,0,226,0,1,3,3,2,0,3,7,0,1,1,1,1,0,1,1,1
3,11,3,1,76,4,2,3,0,2,0,3,5,1,1,1,0,1,0,0,1,1
1,8,3,3,630,2,0,1,3,0,1,1,10,0,1,1,0,3,1,0,1,1
0,7,1,4,201,3,0,3,0,2,3,0,21,0,1,1,1,1,0,0,1,1
1,13,0,6,360,2,2,2,3,0,3,2,17,0,0,0,0,0,0,1,1,1
3,23,3,6,632,2,3,3,3,2,1,0,9,0,1,1,0,1,0,0,1,1
1,5,3,4,239,2,2,2,3,2,1,2,8,0,1,0,0,0,0,1,1,0
3,21,1,6,805,4,1,1,3,2,2,1,17,0,1,1,1,1,0,0,1,1
3,17,3,9,844,2,1,2,3,2,2,0,19,0,1,1,0,0,0,1,1,1
3,17,3,9,872,4,0,1,1,2,3,2,29,0,1,0,0,1,0,1,1,1
0,21,1,4,411,4,3,3,3,2,3,3,17,0,1,1,1,1,0,0,1,1
3,13,1,6,124,2,4,3,0,2,3,0,46,0,1,1,1,2,0,0,1,1
0,17,3,3,684,2,1,2,1,2,2,0,24,0,1,1,0,1,0,1,1,0
1,8,3,2,66,2,2,3,0,2,3,1,34,0,1,1,0,1,0,0,1,0
0,17,1,0,530,4,1,3,3,2,2,2,15,0,1,1,1,1,1,1,1,1
0,29,3,0,917,2,0,1,3,2,1,0,4,1,1,1,0,1,0,1,1,0
3,23,1,4,802,2,3,3,3,2,3,0,15,0,1,1,1,0,0,1,1,1
3,20,0,9,845,4,2,2,3,1,3,3,21,0,0,2,1,1,1,1,1,1
1,19,1,0,467,2,3,3,3,2,3,0,24,0,2,1,3,0,1,1,1,1
3,11,1,6,328,2,3,3,3,2,3,0,27,0,1,1,1,1,0,1,1,1
1,8,1,4,410,2,0,3,3,2,3,1,19,0,0,1,1,3,0,0,0,1
0,23,1,9,763,2,0,2,3,2,3,0,15,0,1,1,1,1,0,1,1,1
3,13,1,6,142,4,0,3,3,2,2,1,10,0,1,1,1,1,0,1,1,1
3,23,2,9,866,4,1,2,3,2,1,0,12,0,2,1,0,0,1,1,1,1
1,15,3,6,491,2,2,3,0,2,3,1,9,0,1,2,0,0,0,1,1,1
3,8,1,3,296,3,1,2,0,2,1,1,16,0,1,1,0,1,0,0,0,1
3,11,3,3,412,4,1,0,0,2,3,3,14,0,0,2,0,3,0,0,1,1
1,13,3,3,689,2,0,1,3,0,2,0,23,0,1,1,0,1,0,0,1,0
1,12,1,4,495,2,3,1,3,1,3,1,24,0,0,2,0,1,0,1,1,0
3,14,1,4,613,4,2,1,1,2,3,3,25,0,1,1,1,1,0,1,1,1
3,23,1,9,886,4,3,1,3,2,3,2,23,0,1,0,1,1,0,0,1,1
3,11,3,6,227,4,0,3,2,2,1,3,21,0,1,2,0,1,0,1,1,1
3,17,3,6,182,2,3,3,3,2,0,3,17,0,1,1,0,0,0,1,1,1
1,8,3,6,127,2,0,1,3,2,1,3,1,1,1,2,0,0,1,1,1,1
1,15,3,4,652,4,1,1,3,0,1,3,5,1,1,1,0,3,0,0,0,1
0,23,3,2,648,4,0,1,2,2,1,0,8,0,1,1,0,1,0,0,1,1
3,11,2,9,631,2,2,0,0,2,1,1,27,0,1,1,1,3,0,0,1,1
0,5,3,4,583,4,0,0,0,2,1,3,14,0,1,1,0,3,0,0,1,1
3,23,2,6,705,2,0,3,0,2,3,3,15,0,1,1,1,1,0,0,1,1
0,17,1,3,724,2,2,1,0,2,3,0,6,1,0,1,0,3,0,0,1,0
0,21,3,6,551,4,3,1,0,2,3,0,6,1,1,1,0,1,0,0,1,1
3,7,3,0,404,3,3,0,1,2,1,3,9,0,1,1,0,1,0,1,1,1
1,17,0,0,579,2,0,3,3,2,1,1,12,0,1,2,0,1,0,1,1,0
0,29,4,5,920,2,0,0,0,2,1,1,13,0,0,1,0,0,0,1,0,0
3,6,3,9,534,0,0,0,3,0,1,3,13,0,1,1,0,1,1,0,1,1
1,2,3,4,915,2,3,0,3,2,3,2,49,0,0,1,0,0,0,1,1,0
1,17,3,3,452,0,4,0,1,2,0,1,14,0,1,1,0,1,0,0,1,0
1,17,3,3,594,2,3,3,3,2,1,1,20,0,1,2,0,0,0,1,1,0
3,13,1,3,324,2,0,3,0,2,1,2,9,0,1,1,1,1,0,0,1,1
3,29,2,6,906,1,1,3,3,2,0,0,18,0,1,1,0,0,0,1,1,1
1,5,3,6,219,2,2,2,0,2,3,1,3,1,1,2,0,1,0,0,1,0
0,8,3,4,376,2,1,2,3,2,3,1,11,0,1,2,0,1,1,1,1,1
1,17,0,3,811,2,2,1,1,2,0,1,36,0,0,1,0,1,0,1,1,0
1,8,0,4,42,2,2,3,3,2,1,0,27,0,0,1,1,1,0,1,1,0
1,13,1,3,115,2,2,3,0,2,3,1,2,1,1,2,0,1,0,0,1,1
1,29,3,9,884,2,1,3,3,2,3,2,20,0,2,0,2,1,1,1,1,0
3,21,3,6,337,4,3,3,3,2,3,0,39,0,1,1,0,1,0,1,1,1
1,8,2,4,209,2,0,3,3,2,1,3,24,0,1,1,1,3,1,0,1,1
1,17,3,3,313,2,2,3,3,0,0,1,5,1,1,1,0,3,0,0,0,1
0,5,3,6,306,2,2,3,0,2,1,0,3,1,1,1,0,1,0,1,1,0
3,5,1,4,162,2,0,2,3,2,0,3,11,0,1,1,1,1,0,0,1,1
3,8,1,6,18,1,3,3,3,2,3,1,23,0,1,1,1,1,1,1,1,1
1,8,3,6,260,2,0,3,0,2,0,0,4,1,0,1,0,1,0,0,1,1
0,21,2,6,350,0,2,3,3,2,2,2,11,0,2,1,1,0,0,0,1,0
2,5,3,6,54,2,0,2,0,2,1,3,9,0,1,1,0,3,0,0,1,0
0,2,3,6,385,2,2,3,2,2,2,0,11,0,1,2,0,0,0,1,1,1
0,31,3,2,785,2,0,3,3,2,3,2,23,0,1,0,0,1,0,0,1,0
3,17,1,9,809,4,0,1,3,2,3,1,27,0,1,1,1,0,1,1,1,1
3,8,3,4,620,4,2,1,3,2,2,1,26,0,1,1,0,0,1,1,1,1
3,6,3,4,280,2,0,2,3,2,1,3,12,0,1,1,0,3,1,0,0,1
3,17,3,3,89,4,1,3,3,2,1,0,12,0,2,1,0,1,0,1,1,1
